"rank","username","acc","playcount","performance","SS","S","A"
5511,"Luckydaka",96.15,54048,7475,65,625,783
5512,"Nelson",98.89,49823,7475,59,600,828
5513,"Alexc99xd",98.74,50378,7474,17,554,636
5514,"Kubunikusi",97.61,124212,7474,125,532,428
5515,"Ranpo",99.06,105113,7474,19,753,1195
5516,"HaruTIA",98.09,62576,7474,42,660,591
5517,"Tepi20",99.15,58541,7474,92,518,306
5518,"PaperHeart",99.28,63429,7474,236,798,795
5519,"Juanvfx",99.17,87775,7474,207,2220,2157
5520,"NathanRam1918",98.43,59398,7474,207,942,814
5521,"NamuiDesu",97.86,53628,7474,6,196,697
5522,"Shiori Leiko",98.83,31875,7473,17,323,356
5523,"Hymwhatiscal",97.46,80663,7473,8,553,587
5524,"thesmans",98.73,126163,7473,40,604,1012
5525,"vsprite",98.85,46496,7473,56,1114,827
5526,"BottledCorn",99.03,53006,7472,46,465,1419
5527,"Ruby",98.5,98525,7472,79,877,672
5528,"Futaba Anzu",98.73,84608,7472,157,1240,1024
5529,"Anzu Futaba",97.43,20157,7472,1,250,618
5530,"Nepunyaa",98.69,120414,7471,22,850,1046
5531,"fritz_divine",99.28,103142,7471,145,353,1199
5532,"Qinec14",99.06,106069,7471,56,781,849
5533,"Clyine",98.59,59194,7470,33,1514,1220
5534,"preisteixo",99.05,24212,7469,20,827,1419
5535,"Gurrman",98.65,84238,7469,125,1388,950
5536,"Attack",99.26,81262,7469,100,1048,859
5537,"Uncle Druidus",98.33,72048,7468,21,805,1392
5538,"Rakuneera",98.63,64456,7468,42,565,864
5539,"[ kuma ]",98.41,58110,7468,36,1217,550
5540,"Lgnd",98.71,74525,7468,26,430,556
5541,"MarkGS",95.76,43566,7468,9,367,689
5542,"iVeLes",98.98,65358,7468,67,979,1611
5543,"[Byul_Ha]",98.32,106509,7468,18,1042,1423
5544,"Kabonkers",98.56,112305,7467,120,1741,1818
5545,"PewPewFox",96.04,38040,7467,10,242,226
5546,"Darksonic",99.46,161069,7467,1890,3681,176
5547,"DnCrMn",98.27,81973,7467,30,804,899
5548,"Suck Flider",98.4,107479,7467,70,1575,1690
5549,"CptAncient",97.43,50325,7467,34,728,611
5550,"shadow op",97.08,37315,7466,9,370,656
5551,"Napoleon",99.34,49714,7466,44,640,592
5552,"dembundun",99.26,78940,7466,76,777,679
5553,"Zyph",98.62,54952,7466,92,892,958
5554,"Abbe",98.85,66085,7466,25,680,1131
5555,"Lampshade",98.93,62502,7465,7,1082,1010
5556,"Clay",98.64,48515,7465,18,596,1395
5557,"Kidame",97.05,57391,7465,20,649,2155
5558,"Slendey",97.46,71277,7464,112,1399,1222
5559,"Sebalke",97.92,47693,7464,14,626,928
5560,"Dionis",98.97,40618,7464,41,596,613
5561,"Shodan",99.01,48041,7464,136,1155,1269
5562,"Mango Juul Pod",97.43,53218,7464,10,361,831
5563,"Grimoiren",98.7,37280,7464,22,526,908
5564,"joKing",99.18,43335,7464,158,1960,1351
5565,"stalkyh",98.8,84511,7463,20,1016,2026
5566,"mundane",98.69,25136,7463,7,369,731
5567,"Flower Way",98,97360,7463,140,282,399
5568,"local awoo boi",98.78,42764,7463,62,689,1003
5569,"EreNoq",99.77,21393,7463,74,242,158
5570,"Maivo",98.77,58707,7463,10,486,467
5571,"Narthy",99.04,77616,7462,123,744,811
5572,"Poi Yasu",96.87,93709,7462,7,125,439
5573,"tennn",97.5,124513,7461,29,720,1013
5574,"Make Music",98.33,55279,7461,30,518,718
5575,"LZStorm",98.17,47380,7461,45,1546,805
5576,"- Teto -",96.32,51755,7461,29,406,326
5577,"Cosgho",98.79,35992,7460,20,387,432
5578,"LastKiss",99,90541,7460,58,1035,730
5579,"MikoGames",97.23,65052,7460,93,724,884
5580,"Stoben",99.29,54906,7460,1,51,22
5581,"Ana-",98.31,99838,7460,52,1099,979
5582,"Cloney",97.3,36336,7460,3,267,768
5583,"Derine",97.2,39112,7459,58,663,753
5584,"One Miss",99.29,103733,7459,108,1383,1593
5585,"Kanzaki Mitsuki",98.49,75944,7459,37,953,2371
5586,"OsuSeulgiDragon",98.51,73695,7459,96,872,774
5587,"[ Choas ]",98.61,5494,7459,15,112,179
5588,"Gokateigo",96.97,123315,7458,326,1819,875
5589,"R1ku",99.27,76642,7458,421,1649,2581
5590,"Mitake",97.48,47906,7458,13,374,665
5591,"judo7788",99.49,29592,7458,63,544,22
5592,"Trint",99.54,60661,7458,159,1069,113
5593,"yayiamhappy",97.97,131327,7458,72,486,663
5594,"alert",95.69,36882,7457,36,835,988
5595,"Gethon",99.26,75722,7457,148,1398,1288
5596,"Roro Rosset",99.64,119608,7456,7915,1920,300
5597,"Parttmer",98.95,39077,7456,27,472,646
5598,"Best",99,41971,7456,24,776,1005
5599,"Cinia Arctica",98.39,42257,7456,21,1153,628
5600,"Gorhan",98.88,54051,7456,19,266,521
5601,"FatalQuiet",99.37,111312,7456,1434,745,177
5602,"newlieli0",99.12,55010,7456,4,293,550
5603,"jehyun",97.29,67968,7456,66,1011,1025
5604,"Muchi",99.16,42657,7456,54,748,486
5605,"Kasong",99.18,27684,7456,134,509,249
5606,"Reicer",99.12,91002,7455,100,1337,1872
5607,"zhichu",98.55,43771,7455,45,914,1381
5608,"KonataN",98.86,64934,7455,546,3762,1222
5609,"KumoCat",99.24,75779,7455,135,1233,2568
5610,"ImAmaaz",98.24,51657,7455,445,798,1050
5611,"FrostyOl",96.79,107437,7455,47,507,817
5612,"_BigBoss_",97.74,64231,7454,10,208,296
5613,"clv",99.21,50811,7454,113,605,473
5614,"- Fini -",98.26,84199,7454,18,762,1698
5615,"-Lynx",98.21,49180,7454,11,459,890
5616,"JellyAddiction",97.73,44619,7453,4,467,732
5617,"czr",98.74,29908,7453,126,719,755
5618,"Narang",98.63,59881,7452,24,695,981
5619,"-Crimson-",95.52,98916,7452,9,568,890
5620,"-Multi",99.24,30529,7452,54,619,418
5621,"xCypherr",97.03,189084,7452,20,509,898
5622,"SeiraN-",98.6,71082,7452,68,345,426
5623,"CocoaLion",99.36,73023,7451,204,1541,163
5624,"SuperPoxie",98.82,68177,7451,25,662,759
5625,"AOS",98.7,95279,7450,44,791,987
5626,"Ryubi",99.01,121506,7450,155,1766,1625
5627,"Zxcy",98.25,71585,7450,37,617,449
5628,"Swim Swim",99.46,65656,7450,93,664,928
5629,"Repo",99.45,52116,7450,1630,5511,204
5630,"iNSPIRE0808",99.04,20120,7450,161,573,652
5631,"__Neo",98.9,39075,7450,118,679,1556
5632,"xHirayuki",99,51701,7450,22,265,420
5633,"Meatrick",98.86,50819,7450,32,727,2534
5634,"Kowari",99.15,93197,7449,316,1120,2576
5635,"mooningham",99.35,156871,7449,3674,7168,2703
5636,"Lusory",97.73,3542,7449,4,101,309
5637,"Seungwan",98.87,56720,7449,48,550,533
5638,"Daycore",98.49,77845,7449,256,1430,884
5639,"IITotsukaII",99.31,62052,7448,14,392,1597
5640,"MentaLoli",98.89,92874,7448,60,1122,1803
5641,"womblimit",96.26,49445,7448,61,669,759
5642,"-Synn",98.11,61530,7448,29,642,745
5643,"cmyui",96.27,37701,7447,3,44,197
5644,"Aeronited",97.78,53703,7447,94,941,1949
5645,"Palivion",98.97,30542,7446,18,504,862
5646,"Fienter",98.99,67847,7446,151,1525,1159
5647,"cowew",97.96,80950,7445,16,275,891
5648,"Shinde Imasu",97.98,105740,7445,216,1005,1108
5649,"SH1FT008",97.95,58400,7445,31,439,702
5650,"LakayForce",98.36,85583,7445,19,660,770
5651,"yumesaki-hikari",99.45,67004,7444,143,993,907
5652,"-Shirou-",98.19,105447,7444,72,520,692
5653,"xd Jonathan",97.49,42419,7444,90,430,387
5654,"Skrelz",98.47,103317,7443,62,693,1217
5655,"_Verified",98.4,45664,7443,5,436,501
5656,"[YAMATO]",98.36,51031,7443,62,851,1230
5657,"Avelyn",98.89,77413,7442,277,1718,1158
5658,"Hikaruu",98.81,43035,7442,15,525,1229
5659,"- s t e n-",99.17,43314,7442,30,571,231
5660,"SyeruP",99.72,69647,7442,990,1092,616
5661,"atomicknight",98.48,32830,7441,40,551,464
5662,"bfisher",98.54,51839,7441,27,354,306
5663,"Nwott",98.23,114929,7440,28,758,730
5664,"Suo",97.61,94812,7439,21,511,427
5665,"Winfly",97.05,26326,7439,18,299,909
5666,"Saezuri",97.09,42598,7439,24,112,184
5667,"[ Riki-dere ]",99,24081,7439,7,162,253
5668,"Manu028",99.36,91507,7439,76,578,917
5669,"BouGouDou76",99.26,79353,7439,23,937,2078
5670,"Koze Madrat",98.21,101665,7439,77,452,664
5671,"gulp",99.03,53317,7439,59,700,1054
5672,"MRT",98.38,118325,7439,133,1335,1171
5673,"birkir",98.09,74377,7438,107,664,1070
5674,"UnWeCualquiera",94.45,44967,7438,7,243,617
5675,"Okatsu_k",98.91,65349,7438,44,763,1362
5676,"Decaten",98.06,23879,7438,10,186,387
5677,"BadWolfi",99.05,25069,7438,358,1869,2563
5678,"Support",98.3,70607,7438,50,780,653
5679,"mirusu400",98.07,25264,7438,0,205,264
5680,"Sirniy666",96.48,73933,7437,9,568,1069
5681,"YaMaMi",99.18,42405,7437,32,559,1560
5682,"RiLiD",98.8,51098,7437,39,739,701
5683,"CutoNaito",97.09,63527,7437,30,540,568
5684,"payney",98.77,37582,7436,34,314,414
5685,"Nines",97.2,46490,7436,74,966,1179
5686,"n4gi",98.52,71615,7436,121,984,1027
5687,"Pitou III",99.26,35911,7436,21,731,886
5688,"Laf",92.96,32394,7436,3,232,532
5689,"Rhythm_X",98.88,103657,7436,32,832,1174
5690,"KaiMin",98.55,58001,7436,144,671,649
5691,"swimi",98.65,107742,7435,136,2082,660
5692,"MattyGee",99.35,70512,7435,114,1096,1082
5693,"Nadji",97.09,45334,7435,25,248,355
5694,"echo -",99.08,70627,7435,34,1919,2205
5695,"deetsiu",99.26,96205,7434,48,681,623
5696,"Gloss",98.11,50548,7434,26,484,639
5697,"ForsakenShadows",99.56,33734,7434,63,455,495
5698,"kurtisisdead",98.9,47959,7434,50,577,853
5699,"Sly",99.11,79722,7434,446,3096,1091
5700,"Liliy",98.67,96760,7433,24,467,672
5701,"Sharonic",98.94,54362,7433,55,919,1606
5702,"zavo",99.29,27720,7433,33,502,885
5703,"eml_osu",99.01,39041,7433,78,982,792
5704,"travis_ba",99.39,55705,7433,451,2149,1108
5705,"Xytic",98.69,89853,7432,26,1595,2412
5706,"Cookieji-",98.89,41182,7432,88,965,1745
5707,"Eskalade",96.36,59740,7431,30,527,720
5708,"moliinken",96.85,43768,7431,23,344,554
5709,"Nopekjk",98.74,26522,7431,69,580,792
5710,"Kariyu",97.69,53922,7430,21,395,508
5711,"JustALeaf",97.75,48507,7430,18,215,285
5712,"NikaidouShiro",94.95,75012,7430,11,390,774
5713,"Dazylele",97.59,48416,7430,16,226,393
5714,"Perando",98.23,48533,7429,7,210,568
5715,"Spells",98.56,54086,7429,15,513,784
5716,"Mashallah",99.07,61052,7429,124,1469,1507
5717,"mekdunalz",99.59,80006,7429,835,1710,677
5718,"suiciderage",94.09,71993,7429,44,510,686
5719,"Marada",99.45,66835,7428,126,1183,908
5720,"Stein",99.32,96040,7428,72,875,621
5721,"Infectonator",99.31,106878,7428,375,2128,2041
5722,"-Masta-",98.22,39606,7428,11,207,598
5723,"MarcoBoi",97.04,45247,7428,50,530,1149
5724,"jhoo902",97.05,65703,7427,19,423,483
5725,"Nagata",98.92,77902,7427,37,761,1667
5726,"wuwedver",98.07,66390,7427,57,690,799
5727,"Ephxion",98.49,123743,7427,71,839,563
5728,"teakn",99.33,118032,7427,183,1714,1557
5729,"Oooodriiin",97.97,184076,7427,24,620,1992
5730,"Gordab",95.79,83554,7426,2,398,864
5731,"krb",98.56,48412,7426,42,482,459
5732,"Zolicci",98.1,104185,7426,6,535,986
5733,"Lahzzer",98.77,55024,7426,4,447,430
5734,"Strelitzia",99.38,81784,7425,307,1248,1129
5735,"By3dpick",98.33,57115,7425,8,386,1147
5736,"Mitatsh",98.71,88735,7425,423,1216,1103
5737,"Sinju",98.21,33115,7424,41,553,1046
5738,"Bubba",98.64,117650,7424,253,2209,360
5739,"EnterYourName",98.39,112283,7424,104,2953,3290
5740,"[Hanabi]",97.25,61871,7424,22,277,465
5741,"takosuke94",98.7,61947,7424,26,669,1354
5742,"Lileepia",98.46,115855,7424,93,1239,1347
5743,"Jordan",98.12,141236,7424,576,3056,1832
5744,"Rusik_KZ",98.02,49351,7424,16,434,834
5745,"Yosuzuw",96.38,42722,7424,7,527,885
5746,"HesuTeia",98.62,70362,7423,260,3734,2364
5747,"yLuukzG0D",98.99,34375,7423,51,544,619
5748,"xPhell",98.94,99197,7423,55,1036,1462
5749,"KortezR",99.2,34597,7423,152,860,931
5750,"Deyvien",99.06,50625,7422,85,848,2324
5751,"- Chino Kafuu -",96.71,55702,7422,236,892,770
5752,"Cursion",96.21,72847,7422,6,334,1077
5753,"Olan2302",98.83,58933,7422,190,243,348
5754,"xelo ns",98.84,92468,7422,306,3465,823
5755,"Nyrhiade",99.24,184953,7421,234,1251,1203
5756,"Suki007",97.94,65487,7421,54,497,1088
5757,"Bencel",97.3,55200,7421,21,379,463
5758,"Huei Naduki",99.21,37300,7421,18,425,1089
5759,"HellRetard",98.8,42902,7421,124,735,712
5760,"Jefray",97.59,67706,7420,213,715,825
5761,"John Drey",99.25,38722,7420,61,528,381
5762,"zuchima",98.01,55329,7419,42,746,1435
5763,"Tae",97.72,65155,7419,97,1029,708
5764,"Jabbz",98.98,20739,7419,36,524,1101
5765,"Shibi",98.88,69085,7419,149,993,1118
5766,"Quaoar",98.96,43182,7418,16,318,961
5767,"Turbo-Tapczan",99.5,106884,7418,604,3799,2206
5768,"Tropic-senpai",98.98,26240,7418,53,548,1137
5769,"vdfob",98.66,61891,7418,100,709,617
5770,"Loli Hikikomori",99.76,13885,7417,252,154,5
5771,"fainghk",97.81,133486,7417,36,887,595
5772,"erozi",99.32,36314,7417,37,449,246
5773,"ChUbi",98.49,43828,7417,45,561,1203
5774,"Seox",99.31,83648,7416,177,1775,1321
5775,"Podus",97.59,115180,7416,180,1282,2213
5776,"Cyberia950",98.52,54372,7416,53,670,751
5777,"YuaKKuma",99.34,150753,7415,1271,5422,625
5778,"Vanti",99.13,144941,7414,59,1094,1032
5779,"I Love Furros",98.37,67730,7414,64,540,790
5780,"woodzy",98.56,80307,7414,27,464,667
5781,"-Lisette-",98.19,31839,7414,21,328,1282
5782,"[ raito ]",99.42,87240,7414,75,1041,996
5783,"Revz",98.93,55252,7414,48,572,567
5784,"tkilele",99,103448,7413,89,511,836
5785,"Nyakko",98.91,47128,7413,72,2162,1571
5786,"timurbakiev",92.45,67468,7413,10,141,276
5787,"Buszek",97.86,44862,7413,718,2099,401
5788,"My Accuracy Sucks",98.79,41841,7413,112,1133,111
5789,"Coyri",99.23,90984,7412,544,1519,851
5790,"Shihotori",98.52,62071,7412,36,682,543
5791,"Wykui",98,64699,7412,82,1792,173
5792,"azertik",97.34,49566,7412,12,302,1103
5793,"Heidiii",95.13,25723,7412,118,247,578
5794,"Jiquee",98.49,58370,7412,45,667,748
5795,"Suzutsuki-",98.99,99271,7412,300,1897,746
5796,"Shakuzen",99.36,75431,7412,114,973,1142
5797,"KiroSupp1",93.27,35474,7411,35,286,356
5798,"JONHYLOVEDESIGN",98.75,8484,7411,9,213,192
5799,"Araragi Karen",99.35,66641,7411,203,1624,1924
5800,"liruchaaan",97.27,33931,7411,12,338,555
5801,"OtoFu",99.4,46068,7411,92,533,639
5802,"ThisIsTrance",99.39,123757,7411,208,2520,49
5803,"[Mik3lcWl]",98.9,52959,7410,195,1109,1348
5804,"My Angel Gordon",98.54,127247,7410,20,969,1767
5805,"Shyfrit",98.03,39806,7410,0,524,480
5806,"Edvio",99.39,101587,7410,163,932,728
5807,"BAZUNGA",98.13,94819,7409,12,543,625
5808,"Walshy",99.23,66016,7409,859,1543,1977
5809,"Goobiz",98.65,77135,7409,76,537,503
5810,"hansung2383",98.15,48567,7409,37,542,395
5811,"Aniveon",99.09,37145,7409,17,617,1173
5812,"Rockyy",97.75,21611,7409,25,449,902
5813,"sleeping_24-7",97.72,59298,7408,19,665,1553
5814,"Code Eve",98.9,40896,7408,76,822,906
5815,"SpitsLife",98.94,116887,7408,773,2509,2029
5816,"Crayfist",98.29,45841,7407,20,385,661
5817,"Zoel",98.73,64095,7407,214,973,928
5818,"Shinjitsu",98.23,42426,7406,92,766,873
5819,"Magwaer",96.43,56197,7405,9,497,1623
5820,"yukin1014",96.4,118971,7405,118,552,537
5821,"Nightshiftt",98.04,44933,7405,30,314,505
5822,"Great_Nyker",98.95,52937,7404,371,2133,616
5823,"xalan",98.05,50327,7404,27,712,1807
5824,"[Yuu]",98.55,104340,7404,213,754,317
5825,"JustAkim",99.01,39296,7404,131,605,991
5826,"Potatsu",98.51,47892,7404,32,931,1422
5827,"brett",98.22,50321,7403,77,755,1609
5828,"Pepega",99.52,123887,7403,2584,5545,2942
5829,"SevenTeen-",98.94,72830,7403,50,2027,594
5830,"manualll",98.16,87727,7403,25,286,1063
5831,"Mechanic",97.89,43345,7403,38,340,560
5832,"Nightanas",96.62,46138,7402,5,356,413
5833,"Robojuc",97.26,21524,7402,2,125,275
5834,"_Zekken",93.25,42094,7402,7,219,280
5835,"Asterix-",96.92,101613,7401,16,815,818
5836,"Noshii",98.65,39490,7401,20,755,1127
5837,"CryMagic",98.69,36132,7401,23,1334,1465
5838,"-Sizzle-",97.3,55270,7401,378,1597,1658
5839,"Low Low",99.14,60744,7401,167,1165,1234
5840,"Stocking",98.09,96925,7401,84,1738,477
5841,"Whim",99.13,115470,7401,145,1291,2465
5842,"Cotton",97.66,55035,7400,38,395,477
5843,"yuuchao",99.76,187733,7400,1940,759,131
5844,"MyAimIsTrash",98.33,50265,7400,40,833,1054
5845,"Codyy",99.06,79795,7400,18,430,1234
5846,"steen",95.33,93820,7400,36,720,1393
5847,"Nemis",98.76,158982,7400,314,741,674
5848,"Alvaritroko",98.19,49813,7400,57,328,885
5849,"MrPiingu",98.73,76736,7400,41,397,520
5850,"Sleya",98.91,67856,7400,39,515,630
5851,"choibu7",96.07,86186,7400,23,482,614
5852,"shamisenko",98.09,38179,7399,75,1225,288
5853,"Icsia",98.22,159970,7398,443,3613,695
5854,"okinara",97.62,6967,7398,71,290,131
5855,"Mikoto",99.36,99976,7397,2254,3884,8
5856,"jon_chan",98.89,50519,7397,73,541,678
5857,"Alacartx",99.16,146039,7397,173,1636,740
5858,"wreket",98.16,122993,7397,1,1566,3368
5859,"Burrito",99.45,6824,7396,20,65,156
5860,"Aeyro",97.07,21661,7396,6,209,263
5861,"Levaslater",99.19,21446,7396,34,864,508
5862,"FlashyQ",98.85,57633,7396,21,253,927
5863,"koki6",98.89,60925,7396,86,919,306
5864,"MountainDew",98.96,59414,7395,2,60,197
5865,"budywudy9",99.39,31551,7395,41,428,472
5866,"FurY--",98.18,43076,7395,18,245,320
5867,"GAstrayt",95.41,58612,7395,11,238,233
5868,"dancol00",99.31,61591,7394,63,989,1160
5869,"Explicity",97.83,92221,7394,4,201,994
5870,"Tisgeh",98.2,57423,7394,20,615,943
5871,"Birke",97.71,78007,7394,33,849,1177
5872,"BryNu",99,65824,7394,195,1429,1239
5873,"Itou",95.43,62993,7394,5,149,442
5874,"Nefariouz",99.19,44448,7394,31,722,1763
5875,"myt",96.07,80717,7394,60,665,1148
5876,"Mateowo",98.13,43577,7394,25,257,533
5877,"anwag",97.41,55112,7394,22,272,1030
5878,"laroxPL",98.46,45570,7394,304,1872,731
5879,"Widelux13",98.36,98481,7393,127,1127,1927
5880,"[ birtHHaru ]",98.91,42855,7393,25,444,464
5881,"UnrealGandalf",99.44,44715,7393,48,646,1097
5882,"Noxern",98.23,52837,7393,18,360,783
5883,"-Aldy-",95.43,31027,7393,15,303,448
5884,"-Patapon8-",98.42,54194,7392,33,507,440
5885,"Scorler",98.66,45978,7392,48,719,1037
5886,"iWumpZ",99.08,123476,7391,31,556,153
5887,"-Last-",95.87,98799,7391,158,1179,1352
5888,"caramel1ze_",96.07,51735,7391,26,205,251
5889,"132ads",99.11,49189,7390,54,561,391
5890,"Yushka",99.02,72797,7389,165,606,1235
5891,"berry go go go",99.45,57682,7389,96,1136,1464
5892,"Eggi",98.38,51020,7389,41,383,969
5893,"John the Dog",99.3,49524,7389,45,598,560
5894,"fskt",96.8,24242,7389,3,66,250
5895,"Avaqulon",98.86,40731,7388,18,653,1149
5896,"Sungjai",98.14,55119,7388,29,424,1471
5897,"FunOranges Son",99.02,36534,7388,29,502,403
5898,"[-koume-]",97.92,91623,7388,227,1628,2155
5899,"Archa",99.2,53185,7388,40,586,1241
5900,"kittenrequiem",98.85,91165,7388,116,891,2103
5901,"ssshiroi",98.54,49755,7388,8,584,994
5902,"-Skye",99.6,156964,7388,1025,2545,928
5903,"Kyouya",97.85,92593,7387,125,2214,1715
5904,"Hexical",98.34,41738,7387,4,233,831
5905,"ntro",99.15,183208,7387,274,1706,1103
5906,"DarkHLC",98.86,28905,7387,30,480,440
5907,"FreakyCat",98.73,32801,7387,18,689,764
5908,"Drummer",98.46,137807,7387,274,1386,1125
5909,"Zhaix",97.5,35157,7387,8,482,1454
5910,"Wasi",96.57,47406,7386,18,182,271
5911,"_vu69",99.31,54739,7386,65,747,821
5912,"ArKeda",98.43,46349,7386,22,579,1090
5913,"NesSx",98.82,47057,7386,97,549,350
5914,"Hornblende1",94.7,60713,7386,5,132,342
5915,"Yutha-",98.13,24301,7385,41,591,596
5916,"greenbelt210",99.24,158504,7385,204,983,1858
5917,"Wilsiaii",98.95,36879,7385,48,805,1370
5918,"diabolic",98.84,7021,7385,19,204,402
5919,"voidd",97.27,103588,7383,259,715,426
5920,"Closure",98.94,54589,7383,99,1529,2345
5921,"Bathrobe_Dwane",97.25,24412,7383,55,296,501
5922,"[DarkKirito]",98.62,24606,7383,52,1087,1158
5923,"B3A5T-",98.6,38828,7383,34,823,513
5924,"JPEGMAFIA",96.64,47553,7383,18,251,447
5925,"Sherosvinn",98.01,49041,7382,38,270,277
5926,"bluekoren",99.04,123883,7382,26,473,652
5927,"PigwuPlays",95.76,65226,7382,16,215,502
5928,"SodaCatz",99.08,95372,7382,411,2479,520
5929,"Rexals",98.73,47474,7382,21,485,499
5930,"Bluecrow",98.77,91298,7382,135,1379,1139
5931,"cheisu",97.61,59333,7381,0,166,328
5932,"crippletoytl",99.49,122955,7381,1889,2072,2312
5933,"SvenJing",97.87,30229,7381,9,341,351
5934,"Aizu-",99.33,65527,7380,238,1348,898
5935,"Peti",98.55,65147,7380,21,1065,1739
5936,"Serah",99.43,41334,7380,218,777,407
5937,"chrisny",98.22,139075,7380,134,2279,3303
5938,"Martin1337",98.6,47259,7380,14,211,364
5939,"Akairushi",98.81,99330,7379,427,1827,1472
5940,"The_Herobrine",98.31,143090,7379,130,1296,1062
5941,"Redphoenix406",99.03,60172,7379,22,835,1262
5942,"Plntote",98.51,51262,7379,99,793,1110
5943,"Legosi-",98.96,57230,7378,26,778,433
5944,"squarercube",98.03,82009,7378,19,623,730
5945,"- Sunny4",98.95,77743,7378,86,866,1814
5946,"SpidiMun",98.48,54103,7378,358,1250,573
5947,"CubeixID200",98.98,55493,7378,8,453,1059
5948,"Flashy",98.67,46294,7378,9,450,412
5949,"Katoru",98.89,36840,7377,20,786,650
5950,"Ishkiz",99.23,107673,7377,1405,2848,2206
5951,"Dlaton",98.42,41695,7376,10,389,1070
5952,"Jamker",99.09,61786,7376,218,1323,1249
5953,"android",98.95,59364,7376,20,355,198
5954,"MemoRizing",99.16,35133,7376,69,337,318
5955,"M0ua7on3w",98.95,76393,7375,1,70,326
5956,"AngelXC",95.57,51298,7375,7,299,529
5957,"NaCoIa",99.29,74712,7375,237,1567,386
5958,"Enrix",98.81,35397,7375,80,497,522
5959,"kiril2011",97.6,54124,7375,20,447,704
5960,"r3volution17",99.18,110296,7374,80,916,860
5961,"Jellyy",99.11,67493,7374,37,901,891
5962,"Lolivery",98.95,88708,7374,91,1388,901
5963,"vick",99.18,71203,7373,179,1039,690
5964,"Diabloskillz",95.68,62698,7373,20,366,1071
5965,"M3rkay",98.89,41918,7373,9,379,504
5966,"Kintrai",98.25,58383,7373,18,419,730
5967,"fimy",96.9,97022,7373,35,819,839
5968,"PoZZZytywny",98.3,59255,7372,27,813,630
5969,"Teriowom",98.31,116511,7372,42,421,1317
5970,"ReviT",97.33,104256,7372,32,471,792
5971,"nf_nl",99.02,68942,7372,189,1693,619
5972,"My Angel Tawawa",98.65,89091,7372,39,626,748
5973,"Leoo",99.21,70255,7372,30,954,406
5974,"Rephlex",99.49,49703,7372,49,472,1408
5975,"Riwaka",98.85,78412,7372,26,522,1184
5976,"Nacrus",99.07,63222,7371,45,1344,1439
5977,"Eric-desu",98.51,29129,7371,109,1633,1294
5978,"Saunamaisteri",99.24,68038,7371,116,1262,1800
5979,"Tokiharaa",98.72,66779,7371,37,824,1518
5980,"sdd2cxz",98.99,35785,7371,2049,3992,1798
5981,"MTW",96.49,41701,7371,13,496,1440
5982,"Condyle",99.25,99861,7371,77,811,1547
5983,"Kumano",98.9,82731,7371,213,1678,444
5984,"Joshy",98.28,52612,7371,8,154,237
5985,"Robiin-",98.89,58616,7371,53,640,881
5986,"Shoko84",99.31,46052,7371,41,897,1263
5987,"mupmip",96.96,59287,7371,11,518,867
5988,"willy6677",99.04,83710,7370,136,1473,1190
5989,"Komvuni",96.35,43432,7369,3,214,428
5990,"Wuffles",98.86,31571,7369,66,1346,1333
5991,"Dear",98.87,63950,7369,228,1725,804
5992,"Elyoss",98.54,34031,7369,60,555,1005
5993,"FDunderlineGod",96.16,57913,7368,259,2111,1644
5994,"jekalave",98.3,83466,7368,114,574,742
5995,"Loff",99.23,99951,7367,144,1095,2756
5996,"HoneyRooRoo",99.16,49026,7367,73,1196,814
5997,"-UniRain-",99.21,45441,7367,13,398,1289
5998,"Icicle Fall",98.01,122350,7367,164,1184,1359
5999,"Chitanda Eru",93.64,84730,7366,45,295,502
6000,"Cero",98.97,79617,7366,93,1161,2031
6001,"Wynner",98.99,86033,7366,38,677,770
6002,"cmonBruh",99.13,59453,7365,16,595,492
6003,"Basse",97.21,49167,7365,16,471,509
6004,"Streiten",99.12,34125,7364,17,419,490
6005,"mindstealer",97.99,60392,7364,13,329,1522
6006,"Jaxson02",98.81,34725,7364,44,490,676
6007,"Amnesia Haze",99.01,100964,7364,461,4078,1032
6008,"dani on osu",95.49,51778,7364,2,242,468
6009,"adoragirl",99.63,78064,7363,231,511,474
6010,"Muroming 07",98.6,126266,7363,15,554,755
6011,"Hot Cocoa",99.33,101352,7363,252,1715,2842
6012,"Endu",98.88,74124,7363,44,782,1681
6013,"Im Number II",99.07,95686,7363,50,946,1226
6014,"ShayKs",96.24,57950,7363,18,356,372
6015,"Sylvarus",99.02,44483,7363,111,859,1316
6016,"lightwine",98.34,41425,7363,7,254,824
6017,"iCelo",98.76,51436,7362,30,460,449
6018,"Spok",98.54,106610,7362,45,573,1107
6019,"Lounette",98.72,26475,7362,42,701,710
6020,"Freshii",97.24,73559,7362,20,388,1303
6021,"Juanca",99.09,18048,7361,48,632,547
6022,"Temporicer",98.59,88489,7361,37,515,1473
6023,"XaooN",99.07,37953,7361,56,1183,431
6024,"iKillRocks",99.44,72063,7360,207,1491,2677
6025,"Mizeree",98.94,22909,7360,22,685,1072
6026,"ejnah",98.91,65074,7360,40,432,474
6027,"IOException",99.32,17475,7360,59,272,1113
6028,"Rasim",98.28,41499,7360,2,897,1674
6029,"TheBlank",98.85,67760,7360,35,800,661
6030,"repej",98.11,66765,7359,11,780,1133
6031,"Fl0master1337",99.38,51891,7359,437,1839,658
6032,"Pug",98.25,45461,7359,31,532,468
