"rank","username","acc","playcount","performance","SS","S","A"
6033,"Vcell",98.38,76163,7359,32,645,691
6034,"FrancisEdits",98.74,55234,7359,34,262,1296
6035,"RedCool34",95.7,25624,7359,26,339,701
6036,"Jaime",98.42,62219,7359,32,485,735
6037,"Kennen",97.8,57086,7359,20,761,764
6038,"mega boob",99.04,69250,7359,237,1104,809
6039,"Coloone",98.68,43167,7359,47,699,998
6040,"TasoM",99,40657,7359,20,921,1818
6041,"Yushi",99.56,46617,7359,737,899,3
6042,"ffstar",99.12,82497,7358,50,1171,1246
6043,"StreamKey",97.71,56076,7358,98,877,1534
6044,"Frostlin",98.29,80790,7358,20,708,1310
6045,"elefawk",98.62,63345,7357,116,926,1761
6046,"Ullei",98.72,77986,7357,42,814,2052
6047,"TheNoModFarmer",98.72,43211,7357,40,567,1019
6048,"pen777",98.92,108679,7357,46,1144,1463
6049,"Kirizoru",99.02,152759,7357,207,2142,2103
6050,"estellia",99.03,81056,7357,1563,694,644
6051,"Sk1t4",98.97,71548,7357,62,1058,271
6052,"-Vertex-",99.14,37328,7356,7,474,814
6053,"L U D Y",98.73,33185,7356,54,897,1730
6054,"cynr0t",98.55,51514,7356,119,1360,1438
6055,"Soulg",99.05,69879,7355,34,583,718
6056,"torst13",99.12,90861,7355,240,1470,1024
6057,"408",98.48,56238,7355,137,1455,604
6058,"Nooderu",98.9,152891,7355,409,2580,2795
6059,"[ Frost ]",98.23,112845,7355,30,898,2711
6060,"Shikyoga Kira",98.19,87481,7355,8,505,501
6061,"Zephow",98.49,38825,7355,40,347,1004
6062,"BiggestOopsie",98.5,52637,7354,33,533,685
6063,"-Kai",99.24,37121,7354,77,535,384
6064,"ObviousBBQ",99.11,39071,7354,119,1034,1091
6065,"Disneyvacation",99.02,44024,7353,229,958,1718
6066,"Coolgav",98.54,75503,7353,76,1249,1888
6067,"Orangelightning",98.36,130991,7353,38,1249,1621
6068,"Waven",98.88,29455,7353,197,1148,802
6069,"Bath",98.69,62982,7353,27,279,665
6070,"Zhiend",99.08,58035,7352,177,835,1070
6071,"Hikaen",98.19,127345,7352,12,586,927
6072,"Xerpa",98.77,90106,7352,36,561,609
6073,"iShawn",98.4,24246,7352,32,244,498
6074,"Vagner019",97.37,58070,7352,40,427,1280
6075,"vrnl",97.38,125187,7352,484,2168,4026
6076,"Shapy",99.22,82725,7352,457,1760,1785
6077,"- Niya -",97.83,98755,7351,130,1241,3382
6078,"MaN1aK",98.48,33783,7351,35,367,572
6079,"Jiiki",99.13,49554,7351,44,815,1128
6080,"Syrte",99.16,116720,7350,223,1673,1263
6081,"DESPAIRCITO",97.45,3607,7350,45,136,173
6082,"Sanko",99.17,101571,7350,66,822,712
6083,"My Angel Iroha",96.87,99796,7350,13,539,1707
6084,"ItsShanow",91.68,79341,7350,4,181,359
6085,"adioni",99.08,95557,7350,238,1944,2119
6086,"Mutantrabies",98.98,39911,7350,22,825,1633
6087,"SaikenAsukito",99,56127,7349,23,405,846
6088,"Rime",98.97,100193,7349,52,859,1273
6089,"zuikatsu",98.74,67524,7349,14,1160,1208
6090,"Werhakon",97.25,55737,7349,19,329,448
6091,"Leupoi",99.02,101849,7348,113,1893,1192
6092,"Linckey",99.46,80654,7348,111,1269,402
6093,"Ninkows",97.97,65698,7347,8,399,527
6094,"Grover",98.93,46192,7347,67,1634,1949
6095,"GanjaPrincess",98.28,85371,7347,11,1461,2737
6096,"KSI Lamborghini",98.09,52301,7347,64,1249,1172
6097,"Sharpgold",99.29,106068,7346,187,1146,712
6098,"Tiller",96.31,22614,7346,29,263,537
6099,"nomore",97.38,69646,7346,10,701,872
6100,"Gyuunyu",98.82,100473,7346,117,1142,533
6101,"[ MILK_Jiang]",99.33,78905,7346,131,1234,1450
6102,"Sebasten",98.89,52231,7345,15,445,943
6103,"gaston_2199",99.31,115123,7345,38,707,1061
6104,"Liquifien",98.19,31937,7344,18,481,365
6105,"Normin00",99,45969,7344,226,1761,1129
6106,"Rinquin",99.21,95313,7344,32,998,1203
6107,"Ekoxier",99.12,51735,7344,6,458,1633
6108,"Keirun",98.57,63881,7344,18,711,696
6109,"Skyo",99.26,160850,7344,2162,8299,1423
6110,"Elfice",99.45,64333,7344,1257,549,68
6111,"Veltlion",97.55,102748,7343,88,1245,1781
6112,"Baba Ganoush",97.31,33892,7343,36,560,1545
6113,"Cebrian",99.37,79838,7343,72,1012,322
6114,"KromaRO",99.19,88253,7343,168,1699,837
6115,"AdisLoutre",98.85,42718,7343,104,1118,1930
6116,"Plumeria",99.25,194132,7343,231,1739,48
6117,"LePako",97.2,39727,7342,18,504,743
6118,"Hituh",98.46,42435,7342,110,1519,1329
6119,"sourdough",96.59,77379,7342,1356,1119,991
6120,"Sentinal_OW",97.91,46708,7342,25,356,638
6121,"Twwisted",98.38,40602,7342,23,347,723
6122,"Ke fir",99.03,55213,7342,105,707,921
6123,"MouseDrift",98.16,58880,7342,8,394,1298
6124,"GeneralSpark",98.21,59175,7342,23,444,741
6125,"ziby",98.36,87147,7342,18,673,570
6126,"Hussein",98.44,62117,7342,58,710,740
6127,"Enigma-",98.78,69224,7342,79,808,1329
6128,"Peace Peace",97.22,30684,7341,4,86,260
6129,"HiThereImMELODY",98.49,65933,7341,53,378,829
6130,"creeper44881",98.43,100295,7340,49,1181,1514
6131,"Marlene",98.2,40973,7340,54,1135,869
6132,"White Charisma",96.84,76355,7340,16,336,943
6133,"toggld",98.47,52702,7340,22,443,1263
6134,"Cocali",98.74,37853,7340,20,274,928
6135,"I Love Anime",98.19,62744,7339,4,472,946
6136,"11g",97.99,123711,7339,15,1093,1316
6137,"Stepajke",98.58,50847,7339,15,729,1387
6138,"Rayne Sylvania",98.89,123970,7339,53,1168,849
6139,"FriLejd",98.33,52880,7339,38,536,895
6140,"Hentomi",98.6,111540,7339,344,5610,626
6141,"PotatoGravy",95.3,32915,7338,29,556,511
6142,"nizhi",98.65,46099,7338,41,657,531
6143,"Kazamooo",98.5,29491,7338,36,392,765
6144,"Icen",99.2,67233,7338,51,579,877
6145,"KezDaBez",98.83,60527,7338,61,823,818
6146,"OzzyOzborne",99.39,61208,7338,521,2146,1506
6147,"LukerMaster",97.46,88154,7338,27,862,651
6148,"littleKit",98.17,82097,7338,18,409,1195
6149,"Mituki",97.65,82329,7337,24,669,844
6150,"danee929",97.45,43070,7337,72,617,824
6151,"Nairda_",98.73,50330,7337,119,1895,1671
6152,"sondank1010",96.01,44188,7337,22,269,204
6153,"JoLuo",99.16,71011,7337,324,2760,1314
6154,"Ampiduxmoe",98.61,39694,7336,93,704,864
6155,"flubbateios",99.07,56454,7336,32,663,85
6156,"kasuga-ayumu",98.97,86421,7336,285,2355,2321
6157,"_Freedom",98.56,77496,7335,20,786,911
6158,"Nishikino-Maki",99.11,159424,7335,659,4674,2053
6159,"y o y i n g",98.39,50028,7335,126,1046,1141
6160,"Mousr",99.18,44742,7335,129,840,307
6161,"[ Sid ]",97.73,43764,7335,44,740,1508
6162,"Jenoa",98.62,48474,7334,93,839,557
6163,"My Angel Hifumi",99.06,73202,7334,41,828,1239
6164,"K-Rebu",98.73,140319,7334,44,1141,997
6165,"Zaguh",97.44,127985,7334,180,1135,982
6166,"danielllos123",97.72,94534,7334,116,2665,2536
6167,"AndrewRK",98.11,100398,7334,281,1133,802
6168,"Pieisthetruth",99.01,71414,7334,200,1255,1061
6169,"p4905",95.91,74313,7333,214,851,1184
6170,"OldEclipse",98.5,84533,7333,69,1082,2470
6171,"T_KaoruB",99.27,51598,7333,25,887,1215
6172,"rooodi",99.02,84957,7333,38,609,676
6173,"szalu",96.58,58093,7333,8,618,1435
6174,"Jejo",98.9,65322,7332,33,448,1941
6175,"C418",97.22,66181,7332,20,534,656
6176,"LabuzniQ",97.55,29239,7332,3,119,356
6177,"SteakShadow",98.56,49984,7332,25,51,86
6178,"Panderfull",98.8,19714,7331,35,614,658
6179,"Andre Macareno",98.5,49408,7331,25,735,2023
6180,"DDANJI",97.59,32049,7331,29,629,816
6181,"Kodykamka",98.44,43124,7331,70,1010,973
6182,"LZlychee",97.81,50713,7330,8,591,418
6183,"Lin_Ko1n",98.57,28509,7330,6,465,428
6184,"Kaano_",99,60250,7330,124,1230,1164
6185,"_Anzu",98.47,35864,7330,124,916,1318
6186,"TehDragonGuy",98.56,71942,7330,209,1304,1978
6187,"Muisey",98.79,34751,7329,51,624,672
6188,"[-Hoshi]",99.04,55234,7328,79,982,938
6189,"Basel_MA",98.88,39691,7328,7,207,610
6190,"EomJunSik",98.93,51859,7328,78,1060,1758
6191,"Smarty",98.53,87298,7328,27,502,1054
6192,"Vibrall",99.44,53694,7328,12,131,168
6193,"Redias",97.39,89556,7327,26,441,944
6194,"Judge",98.97,80207,7327,46,397,1258
6195,"OsuNoobPlayer32",97.03,24464,7327,11,316,524
6196,"Nefox",99.2,57413,7326,37,471,483
6197,"TheWaterBottle",99.67,100726,7326,678,973,1272
6198,"Minecraft570",97.2,125893,7326,1092,3441,1074
6199,"Voided",97.51,54770,7326,13,427,597
6200,"JadenFez",98.32,39942,7326,38,807,1563
6201,"ace1ng",92.84,53821,7326,12,170,297
6202,"Kaoura",97.68,80683,7325,55,968,1374
6203,"InfinityJelly",96.46,61759,7325,11,565,550
6204,"AnyXiate",99.42,61842,7325,73,876,1898
6205,"Webster",99.35,155538,7324,830,1014,948
6206,"Takaichi",98.99,73096,7324,96,1505,988
6207,"visualnovel",97.66,58763,7324,4,304,368
6208,"Trainbarf",99.3,82447,7323,116,734,1687
6209,"Divity",98.02,35603,7323,69,688,1491
6210,"Portador",98.59,55756,7323,15,577,557
6211,"AlexDark69",99.14,78595,7323,49,864,1203
6212,"Sotarks Gaming",98.77,44117,7323,62,466,567
6213,"Crazy_RU",98.76,41763,7323,301,967,1326
6214,"birdyaa",97.43,43717,7322,27,203,530
6215,"Quane",99.22,85733,7321,922,5572,1573
6216,"-AdventurePav-",98.21,45321,7321,27,501,638
6217,"FlushyCS",98.12,31792,7321,102,680,752
6218,"ghosty98",98.44,56189,7321,16,705,915
6219,"Zeptaxis",99.19,89061,7320,550,2457,2301
6220,"Red MewFew",95.84,62208,7320,12,465,738
6221,"Kachulu",96.86,53620,7320,14,207,602
6222,"SeGin",98.57,72142,7320,57,458,416
6223,"yihn",98.93,100425,7320,111,718,1543
6224,"-DarkAngel-",98.5,59515,7319,4,585,1024
6225,"Sio-",98.09,103868,7319,51,1234,1105
6226,"ShaNai-",99,61694,7319,45,1254,769
6227,"Floockde",98.31,130485,7319,40,1054,490
6228,"Kuroame",98.18,88815,7319,77,1063,2375
6229,"- C l a i r e -",98.66,22072,7319,68,973,467
6230,"Lil hwi7e",98.98,31771,7319,28,441,371
6231,"peng",98.28,88173,7318,393,1544,162
6232,"Luigilock",98.03,39743,7318,34,506,1716
6233,"Pallerik",99.02,55319,7318,33,896,1805
6234,"AnsemSenpai",98.72,59513,7318,16,599,442
6235,"NewCreatorOn",98.48,35490,7318,50,877,1352
6236,"KayKey",99.16,75819,7317,105,3343,1586
6237,"cmayN",98.95,51568,7317,21,653,1217
6238,"nul tib0t",97.75,85401,7317,23,373,732
6239,"Chinox",99.14,36868,7317,100,1030,1026
6240,"Satorha",97.74,34966,7316,47,625,564
6241,"Misti",99.13,68419,7315,226,1657,1430
6242,"PikachuFanHD",98.71,31417,7315,13,203,522
6243,"God Bless You",98.58,72470,7315,9,398,950
6244,"dcv",99.01,127935,7315,110,973,1285
6245,"KawaiiLittle",99.39,75517,7314,87,504,643
6246,"laibin",98.4,32229,7314,32,844,471
6247,"_tsubasa_",99.56,60785,7314,139,1076,732
6248,"Swa",98.28,104471,7313,106,1863,1536
6249,"Akino",98.2,85000,7313,269,2330,1340
6250,"rema",95.11,23778,7313,43,804,1067
6251,"Syencery",99.27,54026,7313,94,1598,1272
6252,"-Sobatya",98.71,32724,7312,29,1648,1181
6253,"CannibalGrey",98.6,37190,7311,12,406,1114
6254,"-Alby-",98.01,63850,7311,33,590,900
6255,"Kennie",98.48,21452,7311,26,579,851
6256,"mwd",98.44,15100,7311,31,253,325
6257,"Shiro",99.03,75636,7311,483,3046,1020
6258,"ch2035",98.53,62200,7310,110,1970,1068
6259,"rusteye",98.07,84487,7310,23,589,1099
6260,"N1ghtbeat",99.39,35395,7310,58,526,739
6261,"SpellStorm",99.49,65914,7310,984,935,971
6262,"Byrilo",98.67,63448,7310,25,680,818
6263,"Mimasu",96.67,114848,7309,130,710,1205
6264,"Ereshinel",97.1,51795,7309,17,562,2156
6265,"Haipur",99.31,46427,7309,79,457,1298
6266,"dumplink",98.33,74385,7308,6,524,913
6267,"-Blue-",98.39,59909,7308,69,830,1060
6268,"Chinochan",98.45,39768,7307,38,810,582
6269,"Armadale",97.95,10798,7307,35,374,598
6270,"Vectenial",99.68,46961,7307,642,1826,531
6271,"Shiny Froakie",98.67,78989,7307,497,1877,719
6272,"0x89",98.79,34141,7307,36,577,634
6273,"Nicksomething",99.1,23725,7306,140,360,404
6274,"Small New",98.99,185431,7306,245,5096,1017
6275,"ghanem",98.46,88704,7306,24,716,302
6276,"- Zafiro -",98.62,101462,7306,25,404,579
6277,"L A P I S",97.86,46819,7306,25,413,547
6278,"1L174",99.05,55042,7305,136,1554,1038
6279,"jelbre",97.68,120544,7305,34,486,1102
6280,"Viktor",96.25,60115,7305,102,1008,964
6281,"Shousakyu",96.55,75501,7305,12,625,712
6282,"ward chong",98.62,9848,7305,8,377,288
6283,"buckethead390",99.17,37576,7305,49,475,1143
6284,"Charmander",98.49,45061,7304,15,614,1128
6285,"rymeilema",97.45,35850,7304,11,63,387
6286,"arukuu",95.29,48517,7304,1,49,77
6287,"Tapok1322",99.23,84159,7303,158,1274,1574
6288,"AcevZ",97.72,40784,7303,27,885,747
6289,"a0906744131",98.57,51095,7303,28,776,1493
6290,"Jamu",98.43,68443,7303,34,447,926
6291,"[Sorrow]",97.51,78408,7303,46,881,1080
6292,"Poncho",98.7,54922,7303,46,680,1262
6293,"TetaRu",96.38,86020,7303,3,205,517
6294,"Nsn",96.96,53392,7302,51,425,225
6295,"SulfaChan",97.38,40994,7302,32,487,551
6296,"FightingStar",98.97,19425,7302,28,429,559
6297,"rule",97.33,19905,7302,85,257,270
6298,"Harry",97.08,66690,7301,61,293,399
6299,"Rantury",98.52,29627,7301,41,510,899
6300,"Kaplan",98.98,43180,7301,130,1569,934
6301,"[-Agony-]",94.19,110769,7301,2,1084,1571
6302,"TripGame_10",98.53,84892,7301,48,465,1027
6303,"Keystream",98.4,25243,7301,12,398,861
6304,"kasumi012",98.27,43318,7300,10,311,376
6305,"-Ranndom-",99.25,83899,7300,289,1541,1359
6306,"Clover Field",98.67,77226,7300,28,327,557
6307,"Nikjee",99.11,33215,7300,25,537,594
6308,"Chrll",98.58,32852,7300,116,1082,687
6309,"Jalepers",97.1,43030,7300,2,39,191
6310,"BlacKie",97.67,93678,7300,321,2725,1401
6311,"idontlikecats",98.53,70269,7299,108,1624,1517
6312,"Homura-",99.04,80547,7299,1117,2045,222
6313,"SakaIndy",96.33,61318,7299,5,226,348
6314,"Palace",99.18,100957,7298,393,1069,1251
6315,"Hoppou",99.27,55812,7298,255,1235,1452
6316,"Telic",98.35,75769,7298,71,436,1001
6317,"fabianfermin",97.64,49555,7298,102,1078,1034
6318,"nard",98.74,58346,7298,39,1397,1824
6319,"lemu lemu",98.65,132009,7297,48,1295,1355
6320,"MichaVB",98.85,63002,7297,12,465,908
6321,"BabyChickenPL",98.79,40660,7297,24,511,474
6322,"Liastar",98.01,57244,7296,78,538,970
6323,"[Joseph Jostar]",98.67,48975,7296,13,773,1327
6324,"Turn",98.84,59120,7296,61,694,692
6325,"pekox2syawax2",99.3,60184,7296,232,2204,2887
6326,"wairo",99.81,57747,7295,2157,1871,1112
6327,"-ScrappY",99.18,84369,7295,35,670,977
6328,"-Rekai-",97.15,29563,7294,32,464,412
6329,"TequilaWolf",98.65,25009,7294,13,346,1084
6330,"Epixia",98.62,118458,7293,284,1529,680
6331,"Krispus",98.71,60347,7293,17,327,561
6332,"NeimoNn",96.96,42179,7293,22,208,541
6333,"Nakaa",97.59,54592,7293,64,600,1447
6334,"Soravi",98.14,33894,7293,1,284,903
6335,"instax",98.6,65042,7292,14,445,607
6336,"a0956008233",97.06,62946,7292,54,880,1267
6337,"i_like_farming",97.92,37178,7291,23,403,575
6338,"Anjun",97.26,103807,7291,33,808,888
6339,"murnelis",98.28,83396,7291,71,802,1617
6340,"Sea-Otter",97.45,41963,7291,14,534,934
6341,"Gbomb2215",98.73,29982,7291,44,530,1374
6342,"qyoh",96.73,63236,7291,84,1108,1865
6343,"Shikatsu",98.32,93255,7291,23,637,1094
6344,"kusoge_",98.01,55266,7291,28,212,609
6345,"Naysonn",98.17,53192,7290,35,463,238
6346,"Zod",98.89,55319,7290,70,995,284
6347,"imyoosk",99.2,36747,7290,111,857,650
6348,"eitaisagod",98.61,54062,7290,10,285,815
6349,"Sakez",98.29,38935,7290,33,689,2313
6350,"Sixx1337",99.32,57363,7289,214,1183,839
6351,"Anatoliy1337",99.14,92000,7289,1538,755,785
6352,"Atsuik",96.74,45230,7289,35,411,667
6353,"MrXenox",98.32,48515,7289,26,1025,202
6354,"-Slimeh-",94.84,29567,7289,3,155,131
6355,"alecA",98.63,41095,7289,132,502,494
6356,"FaKeKeper",97.54,46733,7288,16,551,943
6357,"ibvan",99.32,93772,7288,181,924,454
6358,"DrakonLong",99.14,73201,7288,102,1116,708
6359,"WashSucks",97.42,45966,7287,12,293,366
6360,"HonourBound",99.23,81271,7287,1020,2972,1061
6361,"RipAcc",98.43,35190,7287,6,290,592
6362,"Franko",99.24,26926,7287,47,565,347
6363,"dam",98.54,46201,7287,97,1261,2969
6364,"Sheooogorath",97.37,45049,7287,13,78,205
6365,"hika-",97.99,37122,7287,9,208,1475
6366,"oPixay",97.74,18497,7287,13,295,675
6367,"Woody",99.01,38067,7287,189,794,515
6368,"suni",97.51,51151,7287,45,316,1131
6369,"Dr Stone",99.24,98774,7287,702,1909,782
6370,"LoliFlanboy",99.23,61232,7286,107,534,605
6371,"Vispora",99.31,35077,7286,53,466,546
6372,"Torrito",99.31,85160,7286,48,904,946
6373,"Playtime",97.53,33856,7286,43,788,1167
6374,"reyler",98.6,85596,7286,93,1012,1078
6375,"Horoo_",99.16,100985,7286,119,1321,2773
6376,"_Otouto",98.61,50107,7286,35,385,402
6377,"phtry",96.46,45875,7285,53,803,610
6378,"sefp",99.5,50556,7285,122,1454,1084
6379,"roma4ka",98.76,51552,7285,314,2591,1635
6380,"deaddpOw",98.9,37203,7285,31,417,677
6381,"unrealLyyy",98.99,51185,7285,124,638,786
6382,"Lestia",98.67,64639,7285,91,981,437
6383,"SSJRose",96.95,52074,7284,60,1381,1362
6384,"Zimoo",98.24,42343,7284,22,1042,791
6385,"Anaximandre68",98.47,104997,7284,66,1384,965
6386,"_RePin",95.03,19872,7284,11,193,267
6387,"Motion",93.3,31648,7284,53,676,717
6388,"beta1hit",99.28,43390,7284,163,992,1127
6389,"Goliiaht",97.82,43357,7284,22,380,722
6390,"RyukSen",98.29,32801,7283,13,378,248
6391,"[Crz]MemoryI",98.37,34422,7283,19,729,739
6392,"[57HmOnlyL]",98.36,64126,7283,41,1024,1268
6393,"spaghett hands",97.4,52148,7282,60,732,1116
6394,"Enjoy game",98.43,39520,7282,46,1107,1233
6395,"G1bus",98.88,44973,7282,31,828,939
6396,"MarvelWizardKH",98.61,117604,7282,181,3817,148
6397,"Quag",98.53,91246,7281,82,688,900
6398,"Gl in esports",99.27,58452,7281,59,1063,537
6399,"[ - Ichigo - ]",99.25,68027,7281,159,1107,1492
6400,"silentfighta",97.72,35418,7281,16,583,821
6401,"rockleejkooo",98.74,169487,7281,273,3769,1410
6402,"Darnol",98.95,38430,7281,31,488,1063
6403,"molyo",95.45,41654,7281,7,205,655
6404,"BTSLostboy",99.21,51701,7280,35,998,1089
6405,"_Dead_Push_",98.81,21620,7280,49,339,485
6406,"Regou Fanboy",97.02,47114,7280,19,256,848
6407,"Flathel",98.95,102829,7280,244,1770,1728
6408,"J1_",98.38,57217,7279,25,544,1128
6409,"kn1v3s_O",98.37,37194,7279,21,292,479
6410,"nome serio",98.01,55134,7279,66,550,1359
6411,"- Dave -",99.07,35913,7279,114,845,802
6412,"SEBA1",98.98,55163,7279,12,441,570
6413,"HiddenChicken",99.07,32731,7279,29,434,833
6414,"R41LGun",97.87,25831,7278,10,274,407
6415,"Monsquid",98.08,55833,7278,97,1234,1460
6416,"Fisky",96.33,51878,7278,27,313,411
6417,"[ Spyro ]",98.93,57071,7278,69,662,1296
6418,"MaksimGO",95.43,51850,7278,0,78,159
6419,"Iriake",97.58,77012,7278,21,215,655
6420,"Vitalia",97.71,61362,7278,52,464,1215
6421,"AliceCarroll",99.26,72806,7278,2422,900,864
6422,"[ L6 ]",97.52,61699,7278,32,604,1280
6423,"- Mito -",97.5,96594,7278,0,270,571
6424,"Jefar",99.18,43657,7277,237,1109,1251
6425,"Cul De Sac",92.43,49907,7277,5,236,252
6426,"_Castle",97.64,49017,7277,71,209,609
6427,"SyNeX",99.4,65525,7277,92,614,956
6428,"Okazys",98.37,66965,7277,31,541,678
6429,"Agatsu",97.25,41080,7277,56,834,600
6430,"Styu",96.94,24779,7277,17,125,347
6431,"Narrower",94.68,95886,7277,26,231,460
6432,"QuiletLoner",98.94,22372,7276,36,729,826
6433,"Bas_dv",99,49820,7276,16,312,968
6434,"Mitsuka",98.81,83345,7276,91,1455,714
6435,"Sunai",98.67,50507,7276,159,1817,398
6436,"Lutica",97.01,25549,7276,112,626,724
6437,"Error404",99,54359,7276,82,489,374
6438,"[Viri]",97.99,76099,7275,5,666,1542
6439,"Rickety",98.57,102318,7275,23,409,685
6440,"Babii",99.09,78700,7275,181,1456,1164
6441,"Hana Fubuki",98.97,57665,7274,248,1307,3253
6442,"AyzorWorst",98.2,60239,7274,188,1724,1178
6443,"My Aim Garbage",98.28,63323,7274,9,330,837
6444,"xXHDDTPLAYERXx",98.18,34815,7273,81,416,697
6445,"[LASERSTRIKER]",98.97,31945,7273,27,698,1021
6446,"gc PanDoRa",98.36,57852,7273,20,372,611
6447,"Molodo",99.25,44232,7273,57,439,528
6448,"Hutsune Miku",98.98,53881,7272,67,627,547
6449,"Tomaboi",98.54,71633,7272,21,395,1489
6450,"E-why",99.11,66347,7272,79,861,2212
6451,"Regedit",98.21,59803,7272,74,932,1846
6452,"Elco",99.01,73551,7271,27,648,757
6453,"Knut",98.81,81131,7271,12,441,482
6454,"Darkysis",99.37,59444,7271,93,1046,1842
6455,"ZaSpy",96.15,56742,7271,12,332,631
6456,"Crone",95.54,168206,7271,13,423,1337
6457,"NightCore Aru",99.58,98120,7271,164,1581,24
6458,"sds_merlin",95.45,46158,7271,8,247,251
6459,"makise38",98.4,138948,7271,88,1665,1348
6460,"Tirado",97.65,51254,7271,67,502,729
6461,"Stage",99.27,40002,7270,131,917,1026
6462,"Caviar-",98,132911,7270,30,402,512
6463,"Luris",97.56,141134,7270,62,817,874
6464,"antoncho15",98.02,71037,7270,92,1705,1076
6465,"RaZn",99.14,37874,7270,90,781,791
6466,"barny228",98.17,86384,7270,39,476,908
6467,"hqwizard",98.12,55782,7270,17,290,740
6468,"Michi",98.77,109427,7269,109,1590,732
6469,"DukeOfDoom",99.08,43496,7269,28,678,872
6470,"kulau",96.68,62935,7269,171,631,585
6471,"Doddaz",96.55,47917,7269,27,581,974
6472,"Kiri-Chan",98.57,63985,7269,43,731,535
6473,"ree765",98.05,63983,7268,35,497,756
6474,"Flyy",99.14,45932,7268,79,463,1145
6475,"FlowNathan",98.52,39424,7268,28,483,680
6476,"Artros",98.45,42779,7268,46,467,778
6477,"zytieck",97.96,36660,7268,34,763,681
6478,"Silent Spica",98.06,27757,7268,15,203,1043
6479,"Madokaaa",98.63,84103,7267,43,1060,812
6480,"Karlenzo15",98.29,20555,7267,14,159,438
6481,"tduty_420",98.28,146116,7267,24,770,1501
6482,"Pecorine",98.53,67373,7267,49,1118,1072
6483,"Alegzandr",97.95,85438,7267,61,674,506
6484,"Deepesh",94.21,63969,7267,42,381,580
6485,"K-9",99.21,35603,7267,78,701,838
6486,"Aoba_Moka",96.86,85242,7267,352,1117,1262
6487,"Elusion",97.32,58622,7267,53,564,704
6488,"P90Master",98.79,34104,7267,60,651,526
6489,"Yoghurt",98.52,53022,7267,96,759,864
6490,"aspect9",98.25,44943,7267,306,1103,1495
6491,"RyoujiHimura",99.34,80494,7266,188,1214,380
6492,"HenkiPenki",98.76,73689,7266,16,630,1103
6493,"BunnyRemix",98.78,71858,7266,19,550,1065
6494,"Hamchonk",98.99,63117,7266,62,796,719
6495,"Materix",99.06,42251,7266,25,567,296
6496,"Ipomoea",97.99,33118,7266,5,115,385
6497,"Jaffulee",97.77,64836,7266,78,502,1165
6498,"HiokuRoshi",99.02,104059,7266,24,963,887
6499,"KosegawaShiromi",97.76,44562,7265,79,707,837
6500,"Chickes",99.23,52793,7265,137,802,881
6501,"KaraElmas",98.57,51364,7265,75,941,1020
6502,"omnu",98.26,75312,7265,59,609,2473
6503,"_Kosaki_",98.99,73363,7265,87,1401,806
6504,"KOREA",96.97,11171,7265,20,464,364
6505,"Janga",99.25,84250,7264,78,1213,1454
6506,"Zyholia",98.29,57048,7264,177,1630,1309
6507,"Choireo",99.29,40231,7264,35,616,630
6508,"DA5GU5",98.45,50398,7263,13,640,1000
6509,"Myjowski",99.04,69829,7263,94,883,1161
6510,"MintyDude",97.08,51976,7263,56,549,400
6511,"Senuki",97.86,90059,7263,29,616,1311
6512,"oam",98.1,52731,7263,15,520,890
6513,"- [ Anthony ] -",99.37,56422,7262,35,407,601
6514,"More",99.35,17865,7262,87,764,503
6515,"Ryugar",98.86,58847,7262,74,613,653
6516,"Suckle",97.53,61006,7262,67,402,778
6517,"0rie",98.24,25314,7262,15,188,315
6518,"StanleyS",98.17,51741,7262,20,407,599
6519,"Henkayy",98.56,45608,7262,107,1157,728
